4d23ed2a-403f-41a4-9665-a77a034c64b1,Linear Equations,"['<span xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>']",/contents/4d23ed2a-403f-41a4-9665-a77a034c64b1@6,6,4d23ed2a-403f-41a4-9665-a77a034c64b1@6,Module,Introductory Statistics,https://archive.cnx.org,https://archive.cnx.org/contents/4d23ed2a-403f-41a4-9665-a77a034c64b1@6,1,['span: 1'],['span'],['span: 1'],https://staging.cnx.org/contents/30189442-6998-4686-ac05-ed152b91b9de:4d23ed2a-403f-41a4-9665-a77a034c64b1,https://cnx.org/contents/30189442-6998-4686-ac05-ed152b91b9de:4d23ed2a-403f-41a4-9665-a77a034c64b1
d1c162aa-f63f-4466-9efd-27b902bf22d0,Outliers,"['<span xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>', '<span xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>', '<span xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>', '<span xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>']",/contents/d1c162aa-f63f-4466-9efd-27b902bf22d0@17,17,d1c162aa-f63f-4466-9efd-27b902bf22d0@17,Module,Introductory Statistics,https://archive.cnx.org,https://archive.cnx.org/contents/d1c162aa-f63f-4466-9efd-27b902bf22d0@17,4,['span: 4'],['span'],['span: 4'],https://staging.cnx.org/contents/30189442-6998-4686-ac05-ed152b91b9de:d1c162aa-f63f-4466-9efd-27b902bf22d0,https://cnx.org/contents/30189442-6998-4686-ac05-ed152b91b9de:d1c162aa-f63f-4466-9efd-27b902bf22d0
041b1606-2127-4748-9826-15f3b6da00b7,Matched or Paired Samples,"['<strong xmlns=""http://www.w3.org/1999/xhtml""/>', '<strong xmlns=""http://www.w3.org/1999/xhtml""/>']",/contents/041b1606-2127-4748-9826-15f3b6da00b7@22,22,041b1606-2127-4748-9826-15f3b6da00b7@22,Module,Introductory Business Statistics,https://archive.cnx.org,https://archive.cnx.org/contents/041b1606-2127-4748-9826-15f3b6da00b7@22,2,['strong: 2'],['strong'],['strong: 2'],https://staging.cnx.org/contents/b56bb9e9-5eb8-48ef-9939-88b1b12ce22f:041b1606-2127-4748-9826-15f3b6da00b7,https://cnx.org/contents/b56bb9e9-5eb8-48ef-9939-88b1b12ce22f:041b1606-2127-4748-9826-15f3b6da00b7
50c33b77-e1f2-4427-965c-fe8abbb260a4,Display Data,"['<h3 xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>']",/contents/50c33b77-e1f2-4427-965c-fe8abbb260a4@19,19,50c33b77-e1f2-4427-965c-fe8abbb260a4@19,Module,Introductory Business Statistics,https://archive.cnx.org,https://archive.cnx.org/contents/50c33b77-e1f2-4427-965c-fe8abbb260a4@19,1,['h3: 1'],['h3'],['h3: 1'],https://staging.cnx.org/contents/b56bb9e9-5eb8-48ef-9939-88b1b12ce22f:50c33b77-e1f2-4427-965c-fe8abbb260a4,https://cnx.org/contents/b56bb9e9-5eb8-48ef-9939-88b1b12ce22f:50c33b77-e1f2-4427-965c-fe8abbb260a4
29fde838-4922-484c-8a85-028848f33fea,Geometric Mean,"['<h3 xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>']",/contents/29fde838-4922-484c-8a85-028848f33fea@12,12,29fde838-4922-484c-8a85-028848f33fea@12,Module,Introductory Business Statistics,https://archive.cnx.org,https://archive.cnx.org/contents/29fde838-4922-484c-8a85-028848f33fea@12,1,['h3: 1'],['h3'],['h3: 1'],https://staging.cnx.org/contents/b56bb9e9-5eb8-48ef-9939-88b1b12ce22f:29fde838-4922-484c-8a85-028848f33fea,https://cnx.org/contents/b56bb9e9-5eb8-48ef-9939-88b1b12ce22f:29fde838-4922-484c-8a85-028848f33fea
dfd35c2f-3dc9-4d5b-8edd-dbd014444db9,Measures of the Center of the Data,"['<h3 xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>']",/contents/dfd35c2f-3dc9-4d5b-8edd-dbd014444db9@23,23,dfd35c2f-3dc9-4d5b-8edd-dbd014444db9@23,Module,Introductory Business Statistics,https://archive.cnx.org,https://archive.cnx.org/contents/dfd35c2f-3dc9-4d5b-8edd-dbd014444db9@23,1,['h3: 1'],['h3'],['h3: 1'],https://staging.cnx.org/contents/b56bb9e9-5eb8-48ef-9939-88b1b12ce22f:dfd35c2f-3dc9-4d5b-8edd-dbd014444db9,https://cnx.org/contents/b56bb9e9-5eb8-48ef-9939-88b1b12ce22f:dfd35c2f-3dc9-4d5b-8edd-dbd014444db9
20bb2f0d-30dd-4d66-9948-6c3cb27e8870,Measures of the Spread of the Data,"['<h3 xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>', '<h3 xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>']",/contents/20bb2f0d-30dd-4d66-9948-6c3cb27e8870@24,24,20bb2f0d-30dd-4d66-9948-6c3cb27e8870@24,Module,Introductory Business Statistics,https://archive.cnx.org,https://archive.cnx.org/contents/20bb2f0d-30dd-4d66-9948-6c3cb27e8870@24,2,['h3: 2'],['h3'],['h3: 2'],https://staging.cnx.org/contents/b56bb9e9-5eb8-48ef-9939-88b1b12ce22f:20bb2f0d-30dd-4d66-9948-6c3cb27e8870,https://cnx.org/contents/b56bb9e9-5eb8-48ef-9939-88b1b12ce22f:20bb2f0d-30dd-4d66-9948-6c3cb27e8870
524c11f5-250b-4861-8fbe-121c5f67c9f4,Introduction,"['<h3 xmlns=""http://www.w3.org/1999/xhtml"" data-type=""title""/>']",/contents/524c11f5-250b-4861-8fbe-121c5f67c9f4@17,17,524c11f5-250b-4861-8fbe-121c5f67c9f4@17,Module,Introductory Business Statistics,https://archive.cnx.org,https://archive.cnx.org/contents/524c11f5-250b-4861-8fbe-121c5f67c9f4@17,1,['h3: 1'],['h3'],['h3: 1'],https://staging.cnx.org/contents/b56bb9e9-5eb8-48ef-9939-88b1b12ce22f:524c11f5-250b-4861-8fbe-121c5f67c9f4,https://cnx.org/contents/b56bb9e9-5eb8-48ef-9939-88b1b12ce22f:524c11f5-250b-4861-8fbe-121c5f67c9f4
f55249e0-1a97-4f8c-8427-64ab810e8168,Organs with Secondary Endocrine Functions,"['<sup xmlns=""http://www.w3.org/1999/xhtml""/>']",/contents/f55249e0-1a97-4f8c-8427-64ab810e8168@7,7,f55249e0-1a97-4f8c-8427-64ab810e8168@7,Module,Anatomy and Physiology,https://archive.cnx.org,https://archive.cnx.org/contents/f55249e0-1a97-4f8c-8427-64ab810e8168@7,1,['sup: 1'],['sup'],['sup: 1'],https://staging.cnx.org/contents/14fb4ad7-39a1-4eee-ab6e-3ef2482e3e22:f55249e0-1a97-4f8c-8427-64ab810e8168,https://cnx.org/contents/14fb4ad7-39a1-4eee-ab6e-3ef2482e3e22:f55249e0-1a97-4f8c-8427-64ab810e8168
1fa4ebbd-7de6-4b35-8b96-1ea6538d10f7,The Seasons,"['<sup xmlns=""http://www.w3.org/1999/xhtml""/>']",/contents/1fa4ebbd-7de6-4b35-8b96-1ea6538d10f7@8,8,1fa4ebbd-7de6-4b35-8b96-1ea6538d10f7@8,Module,Astronomy,https://archive.cnx.org,https://archive.cnx.org/contents/1fa4ebbd-7de6-4b35-8b96-1ea6538d10f7@8,1,['sup: 1'],['sup'],['sup: 1'],https://staging.cnx.org/contents/2e737be8-ea65-48c3-aa0a-9f35b4c6a966:1fa4ebbd-7de6-4b35-8b96-1ea6538d10f7,https://cnx.org/contents/2e737be8-ea65-48c3-aa0a-9f35b4c6a966:1fa4ebbd-7de6-4b35-8b96-1ea6538d10f7
399c3a6d-5dba-4317-9e4d-51ac95c86e5a,Meteors,"['<sup xmlns=""http://www.w3.org/1999/xhtml""/>']",/contents/399c3a6d-5dba-4317-9e4d-51ac95c86e5a@7,7,399c3a6d-5dba-4317-9e4d-51ac95c86e5a@7,Module,Astronomy,https://archive.cnx.org,https://archive.cnx.org/contents/399c3a6d-5dba-4317-9e4d-51ac95c86e5a@7,1,['sup: 1'],['sup'],['sup: 1'],https://staging.cnx.org/contents/2e737be8-ea65-48c3-aa0a-9f35b4c6a966:399c3a6d-5dba-4317-9e4d-51ac95c86e5a,https://cnx.org/contents/2e737be8-ea65-48c3-aa0a-9f35b4c6a966:399c3a6d-5dba-4317-9e4d-51ac95c86e5a
04fdb865-17a1-43d8-bb33-36f821ddd119,Homeostasis,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/feedback_loops""/>', '<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/thermoregulate""/>']",/contents/04fdb865-17a1-43d8-bb33-36f821ddd119@9,9,04fdb865-17a1-43d8-bb33-36f821ddd119@9,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/04fdb865-17a1-43d8-bb33-36f821ddd119@9,2,['iframe: 2'],['iframe'],['iframe: 2'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:04fdb865-17a1-43d8-bb33-36f821ddd119,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:04fdb865-17a1-43d8-bb33-36f821ddd119
df9f91d1-b8aa-45f9-9d13-50913bf95614,Systems of Gas Exchange,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/lungs_pulmonary""/>']",/contents/df9f91d1-b8aa-45f9-9d13-50913bf95614@12,12,df9f91d1-b8aa-45f9-9d13-50913bf95614@12,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/df9f91d1-b8aa-45f9-9d13-50913bf95614@12,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:df9f91d1-b8aa-45f9-9d13-50913bf95614,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:df9f91d1-b8aa-45f9-9d13-50913bf95614
607aff2b-b38c-47f2-8baa-b046cc7c6d85,Blood Flow and Blood Pressure Regulation,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/circulation""/>']",/contents/607aff2b-b38c-47f2-8baa-b046cc7c6d85@6,6,607aff2b-b38c-47f2-8baa-b046cc7c6d85@6,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/607aff2b-b38c-47f2-8baa-b046cc7c6d85@6,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:607aff2b-b38c-47f2-8baa-b046cc7c6d85,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:607aff2b-b38c-47f2-8baa-b046cc7c6d85
a7777b21-e8d8-4e7f-a40f-5d3fdf86b904,Phylum Cnidaria,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/nematocyst""/>']",/contents/a7777b21-e8d8-4e7f-a40f-5d3fdf86b904@6,6,a7777b21-e8d8-4e7f-a40f-5d3fdf86b904@6,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/a7777b21-e8d8-4e7f-a40f-5d3fdf86b904@6,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:a7777b21-e8d8-4e7f-a40f-5d3fdf86b904,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:a7777b21-e8d8-4e7f-a40f-5d3fdf86b904
98dc9ab6-4f77-4f2e-85fb-c69c97c68649,Behavioral Biology: Proximate and Ultimate Causes of Behavior,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/killdeer_bird""/>', '<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/whooping_crane""/>']",/contents/98dc9ab6-4f77-4f2e-85fb-c69c97c68649@4,4,98dc9ab6-4f77-4f2e-85fb-c69c97c68649@4,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/98dc9ab6-4f77-4f2e-85fb-c69c97c68649@4,2,['iframe: 2'],['iframe'],['iframe: 2'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:98dc9ab6-4f77-4f2e-85fb-c69c97c68649,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:98dc9ab6-4f77-4f2e-85fb-c69c97c68649
c8d952c6-3d04-4c9f-b5dd-3c5350180468,Population Genetics,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/founder_bottle""/>']",/contents/c8d952c6-3d04-4c9f-b5dd-3c5350180468@7,7,c8d952c6-3d04-4c9f-b5dd-3c5350180468@7,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/c8d952c6-3d04-4c9f-b5dd-3c5350180468@7,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:c8d952c6-3d04-4c9f-b5dd-3c5350180468,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:c8d952c6-3d04-4c9f-b5dd-3c5350180468
1a3eb179-6a06-4a14-81bb-90fce075c39d,Signaling in Single-Celled Organisms,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/bacteria_bioflm""/>']",/contents/1a3eb179-6a06-4a14-81bb-90fce075c39d@10,10,1a3eb179-6a06-4a14-81bb-90fce075c39d@10,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/1a3eb179-6a06-4a14-81bb-90fce075c39d@10,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:1a3eb179-6a06-4a14-81bb-90fce075c39d,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:1a3eb179-6a06-4a14-81bb-90fce075c39d
be8818d0-2dba-4bf3-859a-737c25fb2c99,"Atoms, Isotopes, Ions, and Molecules: The Building Blocks","['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://openstax.org/l/atoms_isotopes""/>', '<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/orbitals""/>', '<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/ionic_covalent""/>']",/contents/be8818d0-2dba-4bf3-859a-737c25fb2c99@21,21,be8818d0-2dba-4bf3-859a-737c25fb2c99@21,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/be8818d0-2dba-4bf3-859a-737c25fb2c99@21,3,['iframe: 3'],['iframe'],['iframe: 3'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:be8818d0-2dba-4bf3-859a-737c25fb2c99,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:be8818d0-2dba-4bf3-859a-737c25fb2c99
a4f8df82-c778-4971-8dcc-7c5c72578e94,Water,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/pH_scale""/>']",/contents/a4f8df82-c778-4971-8dcc-7c5c72578e94@10,10,a4f8df82-c778-4971-8dcc-7c5c72578e94@10,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/a4f8df82-c778-4971-8dcc-7c5c72578e94@10,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:a4f8df82-c778-4971-8dcc-7c5c72578e94,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:a4f8df82-c778-4971-8dcc-7c5c72578e94
3127134b-36a5-4489-adea-3cc50af1305a,Reproduction Methods,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/budding_hydra""/>']",/contents/3127134b-36a5-4489-adea-3cc50af1305a@5,5,3127134b-36a5-4489-adea-3cc50af1305a@5,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/3127134b-36a5-4489-adea-3cc50af1305a@5,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:3127134b-36a5-4489-adea-3cc50af1305a,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:3127134b-36a5-4489-adea-3cc50af1305a
09866999-e751-4c08-b013-e46b93c08188,Cancer and the Cell Cycle,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/cancer""/>']",/contents/09866999-e751-4c08-b013-e46b93c08188@7,7,09866999-e751-4c08-b013-e46b93c08188@7,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/09866999-e751-4c08-b013-e46b93c08188@7,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:09866999-e751-4c08-b013-e46b93c08188,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:09866999-e751-4c08-b013-e46b93c08188
ed1cb7a1-1b1e-4426-9e90-4c7ee7cd1841,Eukaryotic Transcription Gene Regulation,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/transcript_RNA""/>']",/contents/ed1cb7a1-1b1e-4426-9e90-4c7ee7cd1841@6,6,ed1cb7a1-1b1e-4426-9e90-4c7ee7cd1841@6,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/ed1cb7a1-1b1e-4426-9e90-4c7ee7cd1841@6,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:ed1cb7a1-1b1e-4426-9e90-4c7ee7cd1841,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:ed1cb7a1-1b1e-4426-9e90-4c7ee7cd1841
c1fdc133-0975-40e0-8e97-d091e2960734,Eukaryotic Post-transcriptional Gene Regulation,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/mRNA_splicing""/>']",/contents/c1fdc133-0975-40e0-8e97-d091e2960734@9,9,c1fdc133-0975-40e0-8e97-d091e2960734@9,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/c1fdc133-0975-40e0-8e97-d091e2960734@9,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:c1fdc133-0975-40e0-8e97-d091e2960734,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:c1fdc133-0975-40e0-8e97-d091e2960734
d1219426-4d63-40e3-83b4-dc367df7b1fa,Superphylum Lophotrochozoa,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/nemertean""/>']",/contents/d1219426-4d63-40e3-83b4-dc367df7b1fa@9,9,d1219426-4d63-40e3-83b4-dc367df7b1fa@9,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/d1219426-4d63-40e3-83b4-dc367df7b1fa@9,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:d1219426-4d63-40e3-83b4-dc367df7b1fa,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:d1219426-4d63-40e3-83b4-dc367df7b1fa
bb72c222-96b6-4e61-828b-0a667ec1ef22,Phylum Porifera,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/filter_sponges""/>']",/contents/bb72c222-96b6-4e61-828b-0a667ec1ef22@9,9,bb72c222-96b6-4e61-828b-0a667ec1ef22@9,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/bb72c222-96b6-4e61-828b-0a667ec1ef22@9,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:bb72c222-96b6-4e61-828b-0a667ec1ef22,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:bb72c222-96b6-4e61-828b-0a667ec1ef22
b4bc502e-4b01-4832-be25-90b16239f1dd,Gymnosperms,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/gymnosperm2""/>', '<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/welwitschia2""/>']",/contents/b4bc502e-4b01-4832-be25-90b16239f1dd@5,5,b4bc502e-4b01-4832-be25-90b16239f1dd@5,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/b4bc502e-4b01-4832-be25-90b16239f1dd@5,2,['iframe: 2'],['iframe'],['iframe: 2'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:b4bc502e-4b01-4832-be25-90b16239f1dd,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:b4bc502e-4b01-4832-be25-90b16239f1dd
f4f12383-bcdd-4ea4-a192-96a8f307e07f,Reproductive Development and Structure,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/pollen_release""/>', '<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/angiosperms""/>']",/contents/f4f12383-bcdd-4ea4-a192-96a8f307e07f@10,10,f4f12383-bcdd-4ea4-a192-96a8f307e07f@10,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/f4f12383-bcdd-4ea4-a192-96a8f307e07f@10,2,['iframe: 2'],['iframe'],['iframe: 2'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:f4f12383-bcdd-4ea4-a192-96a8f307e07f,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:f4f12383-bcdd-4ea4-a192-96a8f307e07f
72cfcf6f-e196-4e0b-9bcf-45f4853993e4,How Neurons Communicate,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/resting_neuron""/>', '<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/paralyzation""/>']",/contents/72cfcf6f-e196-4e0b-9bcf-45f4853993e4@8,8,72cfcf6f-e196-4e0b-9bcf-45f4853993e4@8,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/72cfcf6f-e196-4e0b-9bcf-45f4853993e4@8,2,['iframe: 2'],['iframe'],['iframe: 2'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:72cfcf6f-e196-4e0b-9bcf-45f4853993e4,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:72cfcf6f-e196-4e0b-9bcf-45f4853993e4
079215a1-b957-465f-bb1e-2393dcfe8915,Gas Exchange across Respiratory Surfaces,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/spirometry""/>']",/contents/079215a1-b957-465f-bb1e-2393dcfe8915@6,6,079215a1-b957-465f-bb1e-2393dcfe8915@6,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/079215a1-b957-465f-bb1e-2393dcfe8915@6,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:079215a1-b957-465f-bb1e-2393dcfe8915,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:079215a1-b957-465f-bb1e-2393dcfe8915
1388be61-0219-4b08-b6d6-b3c7396b5fa3,Breathing,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/boyle_breathing""/>', '<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/breathing""/>']",/contents/1388be61-0219-4b08-b6d6-b3c7396b5fa3@7,7,1388be61-0219-4b08-b6d6-b3c7396b5fa3@7,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/1388be61-0219-4b08-b6d6-b3c7396b5fa3@7,2,['iframe: 2'],['iframe'],['iframe: 2'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:1388be61-0219-4b08-b6d6-b3c7396b5fa3,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:1388be61-0219-4b08-b6d6-b3c7396b5fa3
e2a834f2-7b7e-4ae4-bed8-f4d3c9fff598,Characteristics and Traits,"['<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<em xmlns=""http://www.w3.org/1999/xhtml"" data-effect=""italics""/>', '<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/sex-linked_trts""/>']",/contents/e2a834f2-7b7e-4ae4-bed8-f4d3c9fff598@10,10,e2a834f2-7b7e-4ae4-bed8-f4d3c9fff598@10,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/e2a834f2-7b7e-4ae4-bed8-f4d3c9fff598@10,4,"['em: 3', 'iframe: 1']","['em', 'iframe']","['em: 3', 'iframe: 1']",https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:e2a834f2-7b7e-4ae4-bed8-f4d3c9fff598,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:e2a834f2-7b7e-4ae4-bed8-f4d3c9fff598
27ad04dc-d4c0-4fe1-af9c-cb65128de719,The Evolution of Primates,"['<iframe xmlns=""http://www.w3.org/1999/xhtml"" width=""660"" height=""371.4"" src=""https://www.openstaxcollege.org/l/diet_detective""/>']",/contents/27ad04dc-d4c0-4fe1-af9c-cb65128de719@8,8,27ad04dc-d4c0-4fe1-af9c-cb65128de719@8,Module,Biology,https://archive.cnx.org,https://archive.cnx.org/contents/27ad04dc-d4c0-4fe1-af9c-cb65128de719@8,1,['iframe: 1'],['iframe'],['iframe: 1'],https://staging.cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:27ad04dc-d4c0-4fe1-af9c-cb65128de719,https://cnx.org/contents/185cbf87-c72e-48f5-b51e-f14f21b5eabd:27ad04dc-d4c0-4fe1-af9c-cb65128de719
